customer_id,customer_name,city,area,signup_date
136,Customer 136,Delhi,West,2022-07-06
137,Customer 137,Delhi,Old City,2022-04-18
138,Customer 138,Hyderabad,North,2022-07-01
139,Customer 139,Jaipur,IT Park,2022-11-14
140,Customer 140,Bengaluru,East,2022-03-25
141,Customer 141,Bengaluru,IT Park,2022-01-13
142,Customer 142,Bengaluru,Old City,2022-07-30
143,Customer 143,Hyderabad,West,2022-03-23
144,Customer 144,Mumbai,IT Park,2022-01-20
145,Customer 145,Ahmedabad,East,2022-04-13
146,Customer 146,Ahmedabad,Old City,2022-06-06
147,Customer 147,Hyderabad,East,2022-01-13
148,Customer 148,Hyderabad,IT Park,2022-06-18
149,Customer 149,Chennai,North,2022-05-23
150,Customer 150,Kolkata,Residential,2022-07-24
151,Customer 151,Jaipur,Old City,2022-01-15
152,Customer 152,Mumbai,West,2022-04-02
153,Customer 153,Lucknow,West,2022-01-20
154,Customer 154,Mumbai,Outskirts,2022-08-11
155,Customer 155,Kolkata,Old City,2022-08-12
156,Customer 156,Lucknow,Residential,2022-03-01
157,Customer 157,Pune,Outskirts,2022-04-08
158,Customer 158,Chennai,Central,2022-12-29
159,Customer 159,Pune,Central,2022-09-24
160,Customer 160,Jaipur,East,2022-07-06
161,Customer 161,Pune,North,2022-12-07
162,Customer 162,Kolkata,Outskirts,2022-06-10
163,Customer 163,Mumbai,West,2022-09-17
164,Customer 164,Chennai,IT Park,2022-06-17
165,Customer 165,Pune,West,2022-10-11
166,Customer 166,Bengaluru,East,2022-08-04
167,Customer 167,Pune,South,2022-11-12
168,Customer 168,Lucknow,West,2022-07-27
169,Customer 169,Jaipur,Central,2022-06-05
170,Customer 170,Chennai,East,2022-08-09
171,Customer 171,Lucknow,Outskirts,2022-12-02
172,Customer 172,Kolkata,Market Area,2022-08-15
173,Customer 173,Ahmedabad,East,2022-09-19
174,Customer 174,Ahmedabad,South,2022-12-04
175,Customer 175,Mumbai,West,2022-09-21
176,Customer 176,Lucknow,Old City,2022-02-17
177,Customer 177,Hyderabad,West,2022-04-26
178,Customer 178,Hyderabad,South,2022-01-13
179,Customer 179,Delhi,East,2022-09-01
180,Customer 180,Lucknow,North,2022-08-22
181,Customer 181,Pune,Outskirts,2022-04-10
182,Customer 182,Pune,Market Area,2022-07-24
183,Customer 183,Hyderabad,South,2022-12-02
184,Customer 184,Delhi,North,2022-08-06
185,Customer 185,Hyderabad,South,2022-12-23
186,Customer 186,Jaipur,Market Area,2022-01-26
187,Customer 187,Jaipur,East,2022-03-04
188,Customer 188,Ahmedabad,South,2022-08-26
189,Customer 189,Jaipur,Residential,2022-11-01
190,Customer 190,Kolkata,Market Area,2022-11-10
191,Customer 191,Jaipur,IT Park,2022-10-08
192,Customer 192,Ahmedabad,South,2022-09-01
193,Customer 193,Ahmedabad,West,2022-05-07
194,Customer 194,Chennai,Residential,2022-09-06
195,Customer 195,Hyderabad,West,2022-08-14
196,Customer 196,Mumbai,West,2022-05-01
197,Customer 197,Chennai,Old City,2022-06-13
198,Customer 198,Jaipur,North,2022-03-12
199,Customer 199,Bengaluru,East,2022-07-16
200,Customer 200,Bengaluru,East,2022-02-02
201,Customer 201,Pune,IT Park,2022-06-19
202,Customer 202,Jaipur,Market Area,2022-08-01
203,Customer 203,Delhi,East,2022-08-04
204,Customer 204,Pune,Outskirts,2022-12-23
205,Customer 205,Delhi,Outskirts,2022-07-14
206,Customer 206,Ahmedabad,Central,2022-06-30
207,Customer 207,Chennai,IT Park,2022-08-03
208,Customer 208,Jaipur,Residential,2022-11-05
209,Customer 209,Hyderabad,Market Area,2022-04-23
210,Customer 210,Chennai,IT Park,2022-09-06
211,Customer 211,Delhi,IT Park,2022-06-22
212,Customer 212,Pune,South,2022-08-28
213,Customer 213,Bengaluru,Outskirts,2022-10-01
214,Customer 214,Delhi,IT Park,2022-10-31
215,Customer 215,Lucknow,Central,2022-02-12
216,Customer 216,Pune,South,2022-08-25
217,Customer 217,Bengaluru,Central,2022-05-14
218,Customer 218,Pune,Old City,2022-04-19
219,Customer 219,Ahmedabad,Old City,2022-06-22
220,Customer 220,Pune,West,2022-08-04
221,Customer 221,Chennai,North,2022-08-29
222,Customer 222,Delhi,Residential,2022-01-27
223,Customer 223,Kolkata,East,2022-11-29
224,Customer 224,Mumbai,Central,2022-01-16
225,Customer 225,Hyderabad,East,2022-01-11
226,Customer 226,Lucknow,South,2022-05-03
227,Customer 227,Bengaluru,Market Area,2022-12-09
228,Customer 228,Mumbai,Outskirts,2022-04-22
229,Customer 229,Ahmedabad,West,2022-07-08
230,Customer 230,Bengaluru,Outskirts,2022-11-07
231,Customer 231,Mumbai,South,2022-06-09
232,Customer 232,Mumbai,Outskirts,2022-01-14
233,Customer 233,Chennai,Outskirts,2022-12-13
234,Customer 234,Pune,IT Park,2022-04-12
235,Customer 235,Mumbai,Outskirts,2022-12-20
236,Customer 236,Hyderabad,North,2022-12-23
237,Customer 237,Chennai,Outskirts,2022-03-03
238,Customer 238,Lucknow,Central,2022-06-27
239,Customer 239,Jaipur,IT Park,2022-12-05
240,Customer 240,Kolkata,North,2022-09-17
241,Customer 241,Kolkata,Central,2022-08-04
242,Customer 242,Ahmedabad,North,2022-08-10
243,Customer 243,Kolkata,Market Area,2022-12-29
244,Customer 244,Bengaluru,IT Park,2022-04-01
245,Customer 245,Jaipur,West,2022-11-12
246,Customer 246,Jaipur,Market Area,2022-08-27
247,Customer 247,Pune,Outskirts,2022-05-18
248,Customer 248,Kolkata,East,2022-02-14
249,Customer 249,Chennai,Market Area,2022-05-05
250,Customer 250,Ahmedabad,Outskirts,2022-11-09
251,Customer 251,Pune,Old City,2022-01-15
252,Customer 252,Ahmedabad,Old City,2022-04-04
253,Customer 253,Ahmedabad,East,2022-07-01
254,Customer 254,Chennai,Old City,2022-05-24
255,Customer 255,Lucknow,West,2022-10-12
256,Customer 256,Delhi,Residential,2022-04-08
257,Customer 257,Mumbai,East,2022-07-28
258,Customer 258,Ahmedabad,Residential,2022-05-04
259,Customer 259,Ahmedabad,Market Area,2022-08-18
260,Customer 260,Delhi,North,2022-05-31
261,Customer 261,Hyderabad,IT Park,2022-12-21
262,Customer 262,Hyderabad,West,2022-12-06
263,Customer 263,Lucknow,Old City,2022-08-31
264,Customer 264,Jaipur,Residential,2022-06-26
265,Customer 265,Pune,Residential,2022-06-19
266,Customer 266,Kolkata,Market Area,2022-05-19
267,Customer 267,Chennai,West,2022-04-29
268,Customer 268,Mumbai,East,2022-06-11
269,Customer 269,Mumbai,Residential,2022-12-20
270,Customer 270,Bengaluru,East,2022-04-21
271,Customer 271,Ahmedabad,West,2022-10-29
272,Customer 272,Jaipur,Outskirts,2022-05-25
273,Customer 273,Mumbai,East,2022-06-01
274,Customer 274,Hyderabad,Old City,2022-04-02
275,Customer 275,Chennai,Central,2022-12-29
276,Customer 276,Jaipur,South,2022-05-21
277,Customer 277,Delhi,Central,2022-10-11
278,Customer 278,Chennai,South,2022-11-23
279,Customer 279,Ahmedabad,North,2022-01-07
280,Customer 280,Lucknow,West,2022-08-29
281,Customer 281,Ahmedabad,Market Area,2022-06-24
282,Customer 282,Bengaluru,Central,2022-05-10
283,Customer 283,Ahmedabad,North,2022-02-03
284,Customer 284,Pune,Market Area,2022-02-07
285,Customer 285,Lucknow,Central,2022-03-19
286,Customer 286,Bengaluru,Outskirts,2022-06-05
287,Customer 287,Mumbai,East,2022-03-02
288,Customer 288,Jaipur,IT Park,2022-11-07
289,Customer 289,Lucknow,Outskirts,2022-04-26
290,Customer 290,Jaipur,IT Park,2022-08-19
291,Customer 291,Ahmedabad,West,2022-10-29
292,Customer 292,Pune,West,2022-10-19
293,Customer 293,Lucknow,Central,2022-11-09
294,Customer 294,Mumbai,East,2022-11-17
295,Customer 295,Hyderabad,West,2022-12-05
296,Customer 296,Mumbai,South,2022-05-03
297,Customer 297,Bengaluru,Residential,2022-02-08
298,Customer 298,Bengaluru,Central,2022-07-29
299,Customer 299,Ahmedabad,Outskirts,2022-08-29
300,Customer 300,Chennai,Central,2022-04-29
301,Customer 301,Chennai,West,2022-12-26
302,Customer 302,Ahmedabad,North,2022-12-18
303,Customer 303,Hyderabad,West,2022-11-17
304,Customer 304,Lucknow,East,2022-08-06
305,Customer 305,Mumbai,Residential,2022-04-26
306,Customer 306,Bengaluru,West,2022-03-14
307,Customer 307,Mumbai,Central,2022-03-26
308,Customer 308,Chennai,Outskirts,2022-10-19
309,Customer 309,Chennai,Market Area,2022-03-05
310,Customer 310,Ahmedabad,West,2022-12-25
311,Customer 311,Pune,West,2022-09-14
312,Customer 312,Jaipur,Market Area,2022-08-13
313,Customer 313,Mumbai,Outskirts,2022-01-21
314,Customer 314,Pune,Old City,2022-11-06
315,Customer 315,Chennai,Central,2022-02-16
316,Customer 316,Hyderabad,Outskirts,2022-10-28
317,Customer 317,Delhi,West,2022-10-23
318,Customer 318,Delhi,South,2022-08-29
319,Customer 319,Jaipur,Market Area,2022-05-23
320,Customer 320,Bengaluru,Outskirts,2022-08-12
321,Customer 321,Ahmedabad,North,2022-08-29
322,Customer 322,Kolkata,IT Park,2022-06-20
323,Customer 323,Kolkata,North,2022-03-24
324,Customer 324,Kolkata,IT Park,2022-12-22
325,Customer 325,Ahmedabad,West,2022-12-06
326,Customer 326,Pune,Residential,2022-01-19
327,Customer 327,Ahmedabad,North,2022-06-11
328,Customer 328,Chennai,Old City,2022-03-01
329,Customer 329,Pune,Residential,2022-01-01
330,Customer 330,Jaipur,Market Area,2022-07-31
331,Customer 331,Delhi,East,2022-09-23
332,Customer 332,Kolkata,Outskirts,2022-09-13
333,Customer 333,Ahmedabad,Central,2022-04-15
334,Customer 334,Chennai,Residential,2022-03-09
335,Customer 335,Chennai,Market Area,2022-12-24
336,Customer 336,Ahmedabad,North,2022-01-15
337,Customer 337,Lucknow,East,2022-12-30
338,Customer 338,Bengaluru,West,2022-10-10
339,Customer 339,Delhi,Residential,2022-07-28
340,Customer 340,Mumbai,East,2022-02-28
341,Customer 341,Ahmedabad,North,2022-11-28
342,Customer 342,Bengaluru,Market Area,2022-05-30
343,Customer 343,Jaipur,West,2022-08-01
344,Customer 344,Ahmedabad,Market Area,2022-05-05
345,Customer 345,Ahmedabad,Residential,2022-03-16
346,Customer 346,Pune,East,2022-11-03
347,Customer 347,Jaipur,South,2022-02-05
348,Customer 348,Chennai,IT Park,2022-06-24
349,Customer 349,Jaipur,West,2022-01-02
350,Customer 350,Chennai,West,2022-10-28
351,Customer 351,Lucknow,Market Area,2022-03-18
352,Customer 352,Ahmedabad,Residential,2022-09-05
353,Customer 353,Kolkata,Old City,2022-10-10
354,Customer 354,Jaipur,IT Park,2022-08-22
355,Customer 355,Kolkata,East,2022-12-24
356,Customer 356,Hyderabad,Outskirts,2022-07-16
357,Customer 357,Hyderabad,IT Park,2022-01-23
358,Customer 358,Kolkata,Market Area,2022-12-28
359,Customer 359,Pune,IT Park,2022-12-06
360,Customer 360,Bengaluru,Market Area,2022-01-19
361,Customer 361,Bengaluru,Residential,2022-10-30
362,Customer 362,Kolkata,North,2022-08-14
363,Customer 363,Mumbai,Residential,2022-08-22
364,Customer 364,Delhi,South,2022-07-29
365,Customer 365,Bengaluru,North,2022-08-29
366,Customer 366,Chennai,Old City,2022-11-16
367,Customer 367,Pune,North,2022-06-18
368,Customer 368,Jaipur,IT Park,2022-06-12
369,Customer 369,Ahmedabad,Residential,2022-01-19
370,Customer 370,Lucknow,North,2022-05-01
371,Customer 371,Chennai,East,2022-02-16
372,Customer 372,Pune,North,2022-11-21
373,Customer 373,Mumbai,Market Area,2022-03-27
374,Customer 374,Chennai,Central,2022-01-24
375,Customer 375,Kolkata,Central,2022-05-31
376,Customer 376,Kolkata,Old City,2022-08-09
377,Customer 377,Bengaluru,East,2022-09-29
378,Customer 378,Pune,Outskirts,2022-12-16
379,Customer 379,Bengaluru,South,2022-03-31
380,Customer 380,Mumbai,Outskirts,2022-07-15
381,Customer 381,Lucknow,East,2022-09-12
382,Customer 382,Lucknow,South,2022-04-29
383,Customer 383,Ahmedabad,West,2022-08-24
384,Customer 384,Chennai,Central,2022-08-27
385,Customer 385,Chennai,Residential,2022-03-22
386,Customer 386,Mumbai,Market Area,2022-06-26
387,Customer 387,Lucknow,West,2022-11-24
388,Customer 388,Pune,West,2022-08-22
389,Customer 389,Chennai,East,2022-07-16
390,Customer 390,Ahmedabad,North,2022-05-02
391,Customer 391,Pune,Outskirts,2022-07-03
392,Customer 392,Lucknow,West,2022-12-25
393,Customer 393,Chennai,Central,2022-12-04
394,Customer 394,Pune,West,2022-01-05
395,Customer 395,Lucknow,Central,2022-11-07
396,Customer 396,Ahmedabad,West,2022-04-28
397,Customer 397,Lucknow,Old City,2022-04-23
398,Customer 398,Hyderabad,Outskirts,2022-05-09
399,Customer 399,Bengaluru,North,2022-11-18
400,Customer 400,Delhi,West,2022-08-14
401,Customer 401,Delhi,Outskirts,2022-07-06
402,Customer 402,Bengaluru,North,2022-06-01
403,Customer 403,Kolkata,IT Park,2022-03-31
404,Customer 404,Hyderabad,South,2022-10-04
405,Customer 405,Kolkata,Residential,2022-09-14
406,Customer 406,Chennai,South,2022-05-12
407,Customer 407,Ahmedabad,West,2022-06-23
408,Customer 408,Mumbai,Market Area,2022-02-08
409,Customer 409,Bengaluru,East,2022-12-13
410,Customer 410,Pune,Residential,2022-07-07
411,Customer 411,Mumbai,IT Park,2022-01-08
412,Customer 412,Chennai,Residential,2022-03-05
413,Customer 413,Ahmedabad,Old City,2022-12-11
414,Customer 414,Chennai,Outskirts,2022-07-15
415,Customer 415,Kolkata,North,2022-12-12
416,Customer 416,Hyderabad,Market Area,2022-01-13
417,Customer 417,Lucknow,Residential,2022-06-17
418,Customer 418,Lucknow,East,2022-11-28
419,Customer 419,Mumbai,Market Area,2022-12-25
420,Customer 420,Chennai,IT Park,2022-03-01
421,Customer 421,Bengaluru,Central,2022-01-20
422,Customer 422,Chennai,Market Area,2022-03-01
423,Customer 423,Mumbai,East,2022-10-03
424,Customer 424,Bengaluru,IT Park,2022-08-21
425,Customer 425,Kolkata,Residential,2022-08-03
426,Customer 426,Lucknow,South,2022-08-01
427,Customer 427,Mumbai,Market Area,2022-11-12
428,Customer 428,Pune,West,2022-01-17
429,Customer 429,Kolkata,East,2022-08-16
430,Customer 430,Ahmedabad,East,2022-07-05
431,Customer 431,Mumbai,Old City,2022-10-06
432,Customer 432,Kolkata,Central,2022-07-23
433,Customer 433,Chennai,East,2022-03-04
434,Customer 434,Ahmedabad,North,2022-12-06
435,Customer 435,Hyderabad,Outskirts,2022-01-11
436,Customer 436,Delhi,Old City,2022-05-05
437,Customer 437,Bengaluru,Outskirts,2022-04-16
438,Customer 438,Mumbai,Residential,2022-04-17
439,Customer 439,Lucknow,East,2022-04-30
440,Customer 440,Kolkata,South,2022-11-02
441,Customer 441,Delhi,West,2022-03-16
442,Customer 442,Bengaluru,Residential,2022-05-09
443,Customer 443,Bengaluru,North,2022-12-05
444,Customer 444,Delhi,South,2022-01-08
445,Customer 445,Kolkata,East,2022-10-29
446,Customer 446,Kolkata,Central,2022-03-31
447,Customer 447,Chennai,Central,2022-03-06
448,Customer 448,Pune,Residential,2022-02-28
449,Customer 449,Mumbai,Market Area,2022-08-18
450,Customer 450,Kolkata,Residential,2022-10-31
451,Customer 451,Mumbai,Market Area,2022-09-15
452,Customer 452,Hyderabad,Outskirts,2022-01-23
453,Customer 453,Jaipur,West,2022-08-23
454,Customer 454,Delhi,Central,2022-09-03
455,Customer 455,Pune,IT Park,2022-12-18
456,Customer 456,Mumbai,Market Area,2022-12-31
457,Customer 457,Ahmedabad,North,2022-02-11
458,Customer 458,Kolkata,Outskirts,2022-03-17
459,Customer 459,Mumbai,South,2022-05-21
460,Customer 460,Lucknow,Outskirts,2022-10-08
461,Customer 461,Kolkata,IT Park,2022-11-02
462,Customer 462,Jaipur,West,2022-08-21
463,Customer 463,Jaipur,Outskirts,2022-08-09
464,Customer 464,Mumbai,North,2022-12-02
465,Customer 465,Jaipur,East,2022-08-09
466,Customer 466,Ahmedabad,East,2022-07-31
467,Customer 467,Kolkata,Market Area,2022-07-24
468,Customer 468,Pune,North,2022-06-10
469,Customer 469,Pune,Old City,2022-12-07
470,Customer 470,Chennai,Old City,2022-03-20
471,Customer 471,Ahmedabad,North,2022-02-16
472,Customer 472,Mumbai,North,2022-08-10
473,Customer 473,Mumbai,Old City,2022-03-08
474,Customer 474,Jaipur,Central,2022-10-28
475,Customer 475,Jaipur,Residential,2022-06-18
476,Customer 476,Mumbai,IT Park,2022-07-01
477,Customer 477,Pune,Central,2022-05-28
478,Customer 478,Lucknow,West,2022-06-30
479,Customer 479,Mumbai,Outskirts,2022-09-17
480,Customer 480,Hyderabad,South,2022-12-03
481,Customer 481,Ahmedabad,East,2022-02-25
482,Customer 482,Kolkata,Residential,2022-07-08
483,Customer 483,Mumbai,West,2022-10-21
484,Customer 484,Hyderabad,IT Park,2022-10-15
485,Customer 485,Lucknow,Outskirts,2022-12-12
486,Customer 486,Jaipur,Central,2022-11-08
487,Customer 487,Chennai,Central,2022-04-03
488,Customer 488,Chennai,West,2022-06-23
489,Customer 489,Kolkata,Central,2022-04-03
490,Customer 490,Bengaluru,Outskirts,2022-12-03
491,Customer 491,Pune,North,2022-03-14
492,Customer 492,Delhi,North,2022-09-29
493,Customer 493,Hyderabad,IT Park,2022-08-03
494,Customer 494,Ahmedabad,Old City,2022-03-22
495,Customer 495,Kolkata,West,2022-06-16
496,Customer 496,Lucknow,Outskirts,2022-02-13
497,Customer 497,Delhi,South,2022-03-22
498,Customer 498,Lucknow,Central,2022-12-12
499,Customer 499,Mumbai,West,2022-08-15
500,Customer 500,Pune,Market Area,2022-11-07
501,Customer 501,Ahmedabad,IT Park,2022-05-20
502,Customer 502,Hyderabad,Residential,2022-02-28
503,Customer 503,Kolkata,IT Park,2022-02-26
504,Customer 504,Chennai,Outskirts,2022-09-07
505,Customer 505,Jaipur,West,2022-01-24
506,Customer 506,Hyderabad,IT Park,2022-11-03
507,Customer 507,Delhi,Central,2022-04-15
508,Customer 508,Chennai,East,2022-03-12
509,Customer 509,Chennai,West,2022-06-17
510,Customer 510,Mumbai,Central,2022-09-12
511,Customer 511,Pune,South,2022-03-08
512,Customer 512,Pune,Residential,2022-12-27
513,Customer 513,Hyderabad,Residential,2022-10-14
514,Customer 514,Kolkata,North,2022-07-23
515,Customer 515,Delhi,IT Park,2022-01-10
516,Customer 516,Ahmedabad,North,2022-06-10
517,Customer 517,Lucknow,IT Park,2022-10-21
518,Customer 518,Pune,IT Park,2022-05-29
519,Customer 519,Mumbai,IT Park,2022-01-11
520,Customer 520,Kolkata,South,2022-11-13
521,Customer 521,Ahmedabad,Old City,2022-02-15
522,Customer 522,Pune,North,2022-05-05
523,Customer 523,Pune,Outskirts,2022-07-25
524,Customer 524,Jaipur,North,2022-07-22
525,Customer 525,Chennai,Old City,2022-04-24
526,Customer 526,Kolkata,South,2022-02-09
527,Customer 527,Jaipur,North,2022-09-29
528,Customer 528,Jaipur,East,2022-06-28
529,Customer 529,Kolkata,South,2022-05-01
530,Customer 530,Mumbai,South,2022-05-12
531,Customer 531,Hyderabad,South,2022-11-05
532,Customer 532,Bengaluru,North,2022-04-01
533,Customer 533,Ahmedabad,Market Area,2022-10-16
534,Customer 534,Lucknow,Market Area,2022-12-15
535,Customer 535,Lucknow,Outskirts,2022-06-15
536,Customer 536,Kolkata,South,2022-08-14
537,Customer 537,Mumbai,Market Area,2022-08-15
538,Customer 538,Chennai,West,2022-10-30
539,Customer 539,Delhi,Old City,2022-09-17
540,Customer 540,Mumbai,West,2022-08-25
541,Customer 541,Ahmedabad,Central,2022-01-30
542,Customer 542,Kolkata,West,2022-02-09
543,Customer 543,Mumbai,Outskirts,2022-11-01
544,Customer 544,Jaipur,IT Park,2022-08-25
545,Customer 545,Lucknow,Residential,2022-01-22
546,Customer 546,Ahmedabad,Outskirts,2022-11-30
547,Customer 547,Hyderabad,Old City,2022-11-06
548,Customer 548,Ahmedabad,Residential,2022-03-19
549,Customer 549,Delhi,Market Area,2022-02-22
550,Customer 550,Kolkata,North,2022-09-16
551,Customer 551,Bengaluru,Central,2022-05-07
552,Customer 552,Ahmedabad,Market Area,2022-09-26
553,Customer 553,Jaipur,Outskirts,2022-03-23
554,Customer 554,Kolkata,Old City,2022-05-25
555,Customer 555,Pune,IT Park,2022-06-23
556,Customer 556,Lucknow,Central,2022-11-20
557,Customer 557,Kolkata,North,2022-06-18
558,Customer 558,Mumbai,Residential,2022-12-14
559,Customer 559,Pune,West,2022-05-10
560,Customer 560,Lucknow,South,2022-06-20
561,Customer 561,Mumbai,Outskirts,2022-12-06
562,Customer 562,Bengaluru,Old City,2022-06-08
563,Customer 563,Pune,South,2022-11-01
564,Customer 564,Mumbai,West,2022-10-14
565,Customer 565,Pune,Old City,2022-03-07
566,Customer 566,Jaipur,North,2022-11-27
567,Customer 567,Pune,Residential,2022-07-05
568,Customer 568,Delhi,Old City,2022-06-08
569,Customer 569,Bengaluru,East,2022-06-24
570,Customer 570,Ahmedabad,East,2022-04-26
